sbjnum;date;upm1a;a4;soct2;idio2;np1;cp4a;cp6;cp7;cp8;cp13;colcp8a;colcp8b;colcp8c;it1;l1;prot3;jc10;jc13;jc15a;jc16a;vic1ext;aoj1;aoj21;aoj11;aoj12;colaoj21a;colaoj21b;wc1;wc1t;wc3;wc3t;wc2;wc2t;colwc8;colwc8t;colwc9;colwc9t;colwc4a;colwc4b;colwc4d;colwc4e;colwc4g;colwc4c;colwc4f;colwc4_88;colwc4_98;collt5;collt6;colpaz1a;colpaz6a;colpaz6c;b0;b1;b2;b3;b4;b6;b10a;b12;b13;b18;colb60n;b21;b21a;b31;b32;b37;b47a;b50;b20;b33;b17;colb61;b3polx;b20b;b15;colb67;b3milx;colpropaz1b;colrecon19b;colrecon19c;colrecon20b;colrecon20c;colpropaz1cn;colvb27a;colvb27b;colvb27c;colvb27d;colvb27e;colvb27f;colvb27g;colvb27h;m1;sd2new2;sd2expec;sd3new2;sd3expec;sd6new2;sd6expec;colsd8new2;infrax;ros1;ros4;redist1;redist2;redist3;ing4;eff1;eff2;pn4;colpropaz13c;colpropaz13j;colpact16a;colpropaz13k;colpropaz13m;colpact16b;colpact20;colpact11;colpact1;colpact17a;colpact18a;colpact10;colpact19;colpact17b;colpact18b;colind1a;colcamp1a;colafro1a;colwom2a;coldvw4;coldvw5;coldvw6;coldvw7;colprotmuj2;coldvw9;coldvw10;coldvw11_1;coldvw11_2;coldvw11_3;coldvw11_4;coldvw11_5;coldvw11_6;coldvw11_7;coldvw11_88;coldvw11_98;d1;d2;d3;d4;d5;d6;colespa2a;colideol4b;colideol4c;colideol4d;colideol4g;colrecon6;colrecon18;colrecon7n;coldis35f;exc2;exc6;exc11a;exc11;exc13a;exc13;exc14a;exc14;exc15a;exc15;exc16a;exc16;exc18;exc7;exc7new;inf1;vb2;vb3n;vb2v;vb3n2;vb10;vb11;pol1;vb20;clien1na;vb50;vb51;vb52;vb58;w14a;mil10a;mil10e;dis13n;dis12n;coldis18n;dis11n;dis12xn;coldis17n;coldislugar;wf1;cct1b;ed;q3cn;q5b;colocup4a;ocupoit;ocup1a;formal;q10g;q10new;q14;q10e;q11n;q12c;q12bn;q12;etid;gi0n;www1n;smedia1;smedia2;smedia3;smedia4;smedia5;smedia6;smedia7;smedia8;smedia9;gi1;gix4;gi4;colgi8;r3;r4;r4a;r5;r6;r7;r8;r12;r14;r15;r18;r1;r16;formatq;colorr;conocim;iarea1;iarea2;iarea3;sexi;colori;colestsoc_col;q1;q2;country;estratopri;municipio;prov_code;upm;ur;year;municipio_desc;estratosec;tamano;q_38;q_54;q_58;q_67;q_86;q_110;q_125;q_162;q_197;q_208;q_221;q_227;q_271;q_316;q_320;aoj21_answer_order;colaoj21a_answer_order;colaoj21b_answer_order;b20b_b15_colb67_order;colvb27_questions_order;redist_questions_order;colpropaz13c_j_order;colpropaz13k_m_order;s_236_7;duration;wt 
74204699;19-Sep-18;11;70;3;3;1;1;4;4;3;4;.c;4;4;3;10;2;.c;1;.c;.a;2;.c;2;3;3;.c;3;2;.c;2;.c;2;.c;2;.c;1;2;2;2;2;2;2;2;2;1;2;2;.c;1;2;.c;4;4;5;2;3;6;6;4;.a;7;6;4;2;.a;.a;2;.a;.a;.c;.c;.c;.c;.c;7;4;.a;3;2;3;4;.c;.c;2;6;3;3;.a;4;4;4;5;3;2;2;2;.c;3;.c;2;1;5;6;7;1;1;5;2;.a;4;4;5;4;.c;.c;.c;3;.c;.c;.c;.c;7;6;4;3;.c;.c;4;1;.c;.c;.c;3;6;6;.a;0;0;0;0;0;0;0;1;0;7;7;4;6;5;2;.a;2;1;1;9;8;6;6;1;0;0;0;.c;0;.c;0;.c;0;.c;1;0;0;.c;3;1;2;.c;2;.c;2;.c;3;2;2;2;.a;2;2;2;.c;3;1;1;2;.c;.c;.c;3;2;2;11;2;1;3;.c;.c;.c;.c;7;2;3;1;3;0;1;7;1;1;1;2;5;2;.c;.c;1;2;5;.a;.a;1;.a;0;0;1;0;0;0;0;1;1;0;1;1;0;4;5;3;1;1;1;2;3;2;1;34;8;812;811001;11;110019;1;2018;72;1;2;2;2;2;2;1;2;1;3;1;2;2;2;2;2;1;846;.c;97;1;552;6;1;.c;1;1170;0,800000012
74205043;19-Sep-18;22;4;2;2;2;2;4;4;3;3;3;.c;.c;3;7;2;2;.c;2;.c;2;.c;10;2;3;.c;3;2;.c;2;.c;1;2;2;.c;1;2;1;2;2;2;2;2;2;2;2;1;1;2;2;.c;5;2;3;2;3;5;1;5;2;2;1;2;5;5;2;5;5;4;1;3;4;1;1;.c;.c;.c;.c;1;1;7;.c;.c;1;1;7;1;1;1;1;1;1;2;2;.c;2;.c;3;3;3;4;1;7;7;7;1;4;1;3;4;.c;.c;.c;1;1;1;7;1;1;2;1;.c;.c;.c;.c;.c;.c;1;4;1;7;1;.c;.c;.c;1;0;0;0;0;0;0;1;0;0;1;10;1;1;1;1;1;1;10;10;10;10;10;10;0;1;0;1;0;1;0;1;0;1;0;0;.c;0;.c;4;1;1;801;2;.c;1;829;2;2;2;3;3;3;2;1;.a;.c;.c;.c;.c;2;2;2;.c;1;1;11;1;3;3;.c;.c;.c;.c;14;1;2;3;3;1;2;2;2;2;1;3;3;2;.c;.c;1;2;2;1;1;1;.a;1;0;1;2;1;0;0;1;1;0;0;1;0;4;4;3;2;2;2;2;4;7;1;28;8;813;817174;17;17174;2;2018;106;2;1;1;1;1;2;1;1;1;2;2;1;2;1;2;1;2;720;.c;732;.c;282;2;.c;2;465;602;1
74205333;19-Sep-18;56;3;3;3;2;2;3;4;2;3;3;.c;.c;2;6;2;2;.c;2;.c;2;.c;4;2;4;3;.c;1;2;2;.c;1;2;1;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;1;.c;5;4;6;4;4;3;5;6;4;6;4;5;5;4;4;5;5;5;5;5;4;3;6;.c;.c;.c;.c;6;5;6;.c;.c;6;5;6;5;4;6;4;4;3;3;3;.c;3;.c;2;3;3;5;4;5;7;3;2;4;4;3;3;.c;.c;.c;5;4;3;3;.c;.c;.c;.c;4;3;3;4;.c;.c;4;3;4;3;4;.c;.c;.c;3;0;0;0;0;0;0;0;1;0;5;5;6;6;4;3;5;4;3;5;6;5;5;5;0;0;0;0;.c;0;.c;0;.c;0;.c;0;.c;0;.c;.a;1;2;.c;2;.c;2;.c;3;1;2;3;3;3;3;2;2;.c;.c;.c;.c;2;2;2;.c;2;1;11;1;1;3;.c;.c;.c;.c;10;2;3;1;3;0;0;.a;1;1;1;1;2;2;.c;.c;1;1;1;.a;1;1;.a;1;0;1;1;1;0;0;1;0;0;0;1;1;4;2;2;1;4;1;2;4;7;1;23;8;813;805665;5;5665;2;2018;28;2;1;1;1;1;1;1;1;1;2;2;2;2;1;2;1;2;1656;370;.c;.c;1086;5;.c;1;1;266;1
74205634;19-Sep-18;11;27;2;2;2;2;1;4;2;3;.c;4;4;2;10;2;1;.c;.c;1;1;2;9;2;4;.c;1;2;.c;2;.c;2;.c;2;.c;2;.c;.c;.c;.c;.c;.c;.c;.c;.c;.c;2;.c;2;.c;1;7;1;6;5;3;4;2;1;.a;2;5;1;7;1;1;6;3;2;2;6;4;7;6;.c;.c;.c;.c;5;5;3;.c;.c;7;7;5;2;4;6;3;4;2;1;4;3;2;.c;3;.c;2;5;6;3;7;4;5;1;6;6;3;.c;.c;.c;7;7;6;7;7;7;1;1;.c;.c;.c;.c;5;6;.c;7;.c;.c;.c;6;7;3;4;1;0;0;0;0;1;0;0;0;10;9;8;7;5;1;1;1;10;10;6;1;1;7;.b;0;0;0;.c;0;.c;0;.c;0;.c;0;.c;1;4;.c;1;1;803;1;801;2;.c;3;2;2;2;3;3;3;2;.a;.c;.c;.c;.c;2;2;2;.c;2;2;1;1;1;7;.c;.c;.c;2;4;2;1;3;4;1;2;.a;3;5;2;.c;.c;2;.c;.c;2;.c;.c;.a;.a;1;.a;1;1;1;0;1;1;1;1;1;1;1;1;1;4;2;3;1;1;1;2;4;2;1;74;8;812;811001;11;110019;1;2018;72;1;2;2;1;2;2;2;1;1;3;2;1;1;2;1;1;2;1178;.c;578;.c;847;5;.c;2;1;1176;1
74206827;19-Sep-18;36;1;3;2;2;2;4;2;3;4;4;.c;.c;2;5;2;.c;1;2;.c;1;2;2;4;2;.c;1;2;.c;2;.c;2;.c;2;.c;2;.c;.c;.c;.c;.c;.c;.c;.c;.c;.c;2;.c;1;1;.c;4;5;5;3;4;4;5;2;6;2;5;4;4;6;5;4;3;6;.c;.c;.c;.c;.c;1;4;3;4;6;7;5;.c;.c;7;1;2;1;2;1;1;1;2;4;3;.c;2;2;2;.c;2;3;5;7;7;6;4;4;7;5;3;4;7;5;.c;.c;.c;4;6;3;4;3;.c;.c;.c;.c;.c;.c;6;2;.c;.c;.c;4;7;3;3;0;0;0;0;0;0;1;0;0;7;9;6;5;8;9;8;9;8;9;10;10;9;10;0;0;0;0;.c;0;.c;0;.c;1;0;0;.c;0;.c;4;1;1;802;1;802;2;.c;2;3;2;3;3;3;3;1;.c;3;.c;.c;.c;2;2;1;4;2;2;11;11;4;4;.c;.c;.c;.c;10;1;2;1;4;0;0;2;2;2;1;3;3;2;.c;.c;2;.c;.c;1;.a;1;.a;0;0;1;0;0;0;0;1;1;0;0;1;0;4;3;3;3;1;1;2;3;3;1;18;8;815;852356;52;52356;1;2018;181;1;3;1;2;1;2;1;2;1;1;1;1;2;2;2;2;2;439;.c;241;3;798;6;2;.c;799;1210;1
74208883;19-Sep-18;5;13;2;2;2;2;2;4;4;4;.c;4;4;2;3;2;1;.c;.c;2;2;.c;6;3;3;3;.c;2;.c;2;.c;1;2;2;.c;2;.c;2;2;2;2;2;2;2;1;2;2;.c;1;1;.c;6;5;5;4;4;5;4;3;2;1;1;1;1;3;2;1;1;1;.c;.c;.c;.c;.c;6;3;4;2;6;6;3;.c;.c;7;4;2;1;3;1;1;2;1;3;2;.c;2;.c;3;3;3;3;3;7;7;6;6;4;2;1;3;6;4;5;.c;.c;.c;6;.c;.c;.c;.c;7;7;5;5;.c;.c;6;4;.c;.c;.c;1;7;6;1;0;0;0;0;0;0;1;0;0;6;3;1;2;2;1;2;2;2;7;7;4;6;5;1;0;0;1;0;0;.c;0;.c;1;0;0;.c;0;.c;4;1;2;.c;2;.c;2;.c;4;1;2;3;3;3;3;1;.a;.c;2;2;2;.c;.c;.c;.c;2;2;16;3;1;4;.c;.c;.c;.c;.a;1;2;1;3;0;0;4;1;1;1;1;1;1;1;5;1;1;5;1;1;1;8;1;0;1;1;1;1;1;1;1;1;1;1;1;4;5;2;1;1;1;2;3;3;2;21;8;812;811001;11;1100119;1;2018;50;1;2;2;1;2;1;1;2;1;2;1;2;2;2;2;1;1;566;207;.c;2;1468;5;2;.c;28;197;1
74210037;19-Sep-18;11;57;3;3;.a;1;1;4;2;3;2;.c;.c;2;1;2;1;.c;.c;1;2;.c;8;1;3;.c;1;2;.c;2;.c;2;.c;2;.c;2;.c;.c;.c;.c;.c;.c;.c;.c;.c;.c;2;.c;1;1;.c;1;7;1;1;1;7;7;7;7;7;7;4;7;7;7;7;7;1;.c;.c;.c;.c;.c;1;7;7;7;1;7;7;.c;.c;7;7;1;1;1;7;1;1;7;3;3;3;3;.c;3;.c;2;3;1;1;7;1;1;7;7;7;3;.a;7;1;.c;.c;.c;.a;.c;.c;.c;.c;1;1;1;1;7;7;.c;1;.c;.c;.c;1;1;7;1;1;0;0;0;0;0;0;0;0;3;1;1;1;8;8;1;10;1;1;1;1;1;7;0;0;0;0;.c;0;.c;0;.c;1;0;0;.c;1;2;.c;1;2;.c;2;.c;2;.c;4;1;2;.a;3;3;2;1;4;.c;.c;.c;.c;2;2;2;.c;1;.a;1;1;2;5;.c;.c;.c;.c;.b;2;3;6;2;0;6;1;2;5;2;.c;.c;2;.c;.c;2;.c;.c;.a;.a;1;.a;1;1;1;0;1;0;0;1;1;0;0;1;1;4;1;4;1;1;1;2;3;2;2;84;8;812;811001;11;110019;1;2018;72;1;2;1;1;2;2;1;2;1;3;1;2;1;2;1;1;2;242;.c;233;2;926;6;1;.c;1;832;1
74217992;19-Sep-18;36;3;3;2;2;1;1;4;2;4;2;.c;.c;3;5;1;.c;2;.c;1;2;.c;6;1;4;3;.c;2;.c;2;.c;2;.c;2;.c;2;.c;.c;.c;.c;.c;.c;.c;.c;.c;.c;2;.c;1;.c;1;1;5;7;5;6;5;7;5;2;7;1;4;1;7;1;5;5;6;.c;.c;.c;.c;.c;7;6;5;1;5;7;7;.c;.c;1;7;4;3;3;7;5;4;5;5;4;.c;2;.c;3;3;3;4;1;5;7;5;1;4;7;7;3;.c;.c;.c;6;7;5;4;1;7;5;5;.c;.c;.c;.c;4;7;.c;5;7;5;7;.c;.c;.c;1;0;0;1;0;0;0;0;0;0;5;6;10;9;5;5;1;5;5;6;10;5;6;7;0;0;0;0;.c;1;0;0;.c;1;0;1;0;0;.c;5;1;2;.c;2;.c;2;.c;3;4;2;1;3;3;1;2;.c;.a;.c;.c;.c;2;2;2;.c;2;2;6;5;1;1;9;5;2;3;1;2;2;1;2;0;1;2;1;1;1;1;1;2;.c;.c;1;1;1;2;.a;1;5;0;0;1;0;0;0;0;1;1;0;1;1;0;4;5;3;2;4;1;1;7;2;2;42;8;815;852356;52;52356;1;2018;179;1;3;1;2;2;1;2;2;1;2;2;1;1;1;2;2;2;158;216;.c;6;1586;5;.c;1;1;1065;0,800000012
74218255;19-Sep-18;36;1;3;2;2;1;4;3;3;3;.c;4;3;3;1;2;2;.c;.c;2;2;.c;6;3;3;1;.c;2;.c;2;.c;2;.c;2;.c;2;.c;.c;.c;.c;.c;.c;.c;.c;.c;.c;2;.c;1;.c;1;1;3;6;5;4;6;6;5;4;6;3;4;7;5;4;4;5;5;.c;.c;.c;.c;.c;3;5;3;3;6;5;6;.c;.c;6;6;5;3;5;5;4;4;3;2;3;.c;2;3;2;.c;2;2;2;5;6;4;5;4;4;3;2;.c;.c;.c;4;5;5;4;.c;.c;.c;.c;5;5;4;4;.c;.c;5;3;3;5;3;.c;.c;.c;3;0;0;0;1;0;0;0;0;0;7;8;5;4;8;6;5;5;4;5;7;3;3;5;0;0;0;0;.c;0;.c;0;.c;1;0;0;.c;0;.c;2;1;1;801;1;801;1;801;3;2;2;4;3;3;2;1;.c;2;2;2;2;.c;.c;.c;.c;2;1;6;1;1;5;.c;.c;.c;.c;4;2;2;3;7;2;3;2;1;5;2;.c;.c;2;.c;.c;2;.c;.c;.a;.a;1;5;1;0;1;0;0;0;0;1;1;0;1;1;0;4;3;4;3;4;1;2;3;2;2;58;8;815;852356;52;52356;1;2018;179;1;3;2;1;2;1;2;2;1;1;2;2;2;1;2;2;1;736;6;.c;2;1266;2;.c;1;1;1105;1
74218635;19-Sep-18;45;12;2;2;2;2;4;4;4;4;4;.c;.c;1;4;2;.c;2;.c;1;2;.c;6;2;3;3;.c;2;.c;2;.c;2;.c;2;.c;2;.c;.c;.c;.c;.c;.c;.c;.c;.c;.c;2;.c;2;.c;2;3;3;6;4;5;5;4;5;3;4;1;2;4;3;5;4;4;3;3;5;4;2;4;.c;.c;.c;.c;3;2;3;.c;.c;3;1;2;1;1;1;1;1;1;.a;2;.c;2;.c;2;3;1;2;1;7;6;7;4;4;4;3;4;4;3;2;.c;.c;.c;2;.c;.c;.c;.c;7;6;2;2;.c;.c;4;4;.c;.c;.c;2;2;1;3;0;0;0;1;0;0;1;0;0;4;3;2;3;3;2;1;3;4;8;9;2;6;5;0;0;0;0;.c;0;.c;0;.c;0;.c;0;.c;0;.c;4;1;1;803;1;801;2;.c;4;2;2;3;1;2;3;1;.a;.c;.c;.c;.c;2;2;2;.c;2;2;11;1;1;7;.c;.c;.c;7;10;2;2;6;2;0;2;2;1;1;1;1;3;2;.c;.c;1;1;2;1;1;1;.a;1;1;1;0;1;1;0;1;1;1;1;1;1;4;3;3;2;2;2;2;3;3;2;54;8;813;805001;5;500128;1;2018;22;1;3;1;2;2;1;2;1;1;2;1;2;2;2;2;1;2;1487;644;.c;.c;1405;2;2;.c;31;473;1
74218636;19-Sep-18;45;70;2;2;2;2;1;4;4;3;.c;3;4;1;1;1;2;.c;.c;1;2;.c;9;1;1;.c;3;1;1;2;.c;2;.c;2;.c;2;.c;1;2;2;2;2;2;1;2;2;2;.c;1;.c;2;7;1;7;1;1;7;7;7;7;7;1;1;1;1;1;7;1;1;.c;.c;.c;.c;.c;7;7;7;7;7;7;7;.c;.c;7;1;1;1;1;1;1;7;7;3;1;.c;1;1;1;.c;1;2;1;7;7;1;1;7;1;1;3;1;1;7;.c;.c;.c;1;1;1;7;1;.c;.c;.c;.c;7;7;.c;7;.c;.c;.c;7;7;7;2;0;0;0;0;0;0;1;0;0;1;10;1;1;1;1;1;1;1;10;10;1;10;10;0;0;0;1;0;0;.c;0;.c;1;0;1;0;0;.c;2;1;2;.c;2;.c;2;.c;3;4;2;4;3;3;1;2;.a;.c;.c;.c;.c;2;2;2;.c;2;2;4;5;1;3;.c;.c;.c;.c;2;2;1;1;7;3;1;2;1;1;1;1;1;2;.c;.c;1;1;5;.a;.a;1;.a;1;0;1;0;1;0;0;0;1;0;1;0;.c;4;5;4;2;2;2;2;3;3;2;31;8;813;805001;5;500128;1;2018;22;1;3;2;1;2;2;2;2;1;1;1;1;1;2;2;1;2;944;.c;225;5;863;4;1;.c;18;607;1
74219478;19-Sep-18;22;11;2;1;2;2;3;4;4;4;.c;4;4;1;4;2;.c;2;.c;2;2;.c;9;2;2;3;.c;2;.c;2;.c;2;.c;2;.c;2;.c;.c;.c;.c;.c;.c;.c;.c;.c;.c;2;.c;1;.c;1;4;2;5;3;6;5;4;5;3;3;1;2;2;2;2;3;1;2;4;4;4;1;3;.c;.c;.c;.c;6;7;4;.c;.c;6;2;2;3;2;1;1;2;2;2;2;.c;2;2;3;.c;2;3;1;6;7;2;7;4;2;4;3;3;5;4;.c;.c;.c;5;.c;.c;.c;.c;6;5;4;3;.c;.c;4;1;.c;.c;.c;2;7;3;3;0;0;0;0;1;0;0;0;0;4;4;4;3;4;1;1;2;1;2;2;1;2;2;0;0;0;0;.c;1;0;0;.c;0;.c;0;.c;0;2;.c;1;2;.c;2;.c;2;.c;4;1;2;2;3;3;3;2;3;.c;.c;.c;.c;2;2;2;.c;2;2;11;1;1;1;9;4;2;.a;.a;2;2;2;2;0;0;2;1;1;1;2;5;2;.c;.c;1;1;5;1;.a;1;8;1;1;1;0;1;1;0;1;1;0;1;1;1;4;3;3;1;1;4;2;4;3;1;32;8;813;817174;17;17174;1;2018;105;2;4;2;2;2;1;2;1;1;1;1;2;2;2;1;1;2;773;729;.c;.c;548;1;2;.c;1;191;0,800000012
74222959;19-Sep-18;56;864;2;1;2;2;2;4;2;4;3;.c;.c;3;10;2;.c;2;.c;2;2;.c;8;4;1;.c;11;1;2;1;2;1;2;2;.c;2;.c;1;1;2;2;2;2;2;2;2;2;.c;1;1;.c;1;.a;7;1;7;7;7;7;7;7;1;1;1;7;1;1;1;7;.c;.c;.c;.c;.c;7;7;7;7;1;7;7;.c;.c;7;7;1;.b;1;1;1;1;1;2;3;.c;3;2;3;.c;3;5;1;7;7;7;7;7;7;1;2;.c;.c;.c;7;7;1;7;.c;.c;.c;.c;7;.a;7;7;.c;.c;7;1;.c;.c;.c;1;1;7;1;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;1;1;10;10;10;10;10;0;0;0;0;.c;1;0;0;.c;1;0;0;.c;0;1;.c;1;1;801;1;801;2;.c;3;2;2;3;3;3;4;2;.a;.c;2;2;2;.c;.c;.c;.c;2;1;5;5;1;1;6;4;2;.a;0;2;3;2;9;2;6;.a;5;5;2;.c;.c;2;.c;.c;2;.c;.c;.a;.a;1;.a;1;1;1;0;1;0;1;0;1;0;1;1;1;4;6;4;2;4;1;2;7;1;1;61;8;813;805665;5;5665;2;2018;28;2;1;1;2;2;2;1;2;1;1;2;2;2;2;1;1;1;1482;.c;209;4;516;2;.c;1;276;943;1
74222960;19-Sep-18;56;3;3;1;2;1;4;2;2;3;.c;4;4;1;2;2;.c;2;2;.c;2;.c;6;2;2;.c;3;2;.c;2;.c;1;2;2;.c;2;.c;1;2;2;2;2;2;2;2;2;2;.c;1;.c;1;5;4;5;3;4;6;6;5;4;7;1;3;6;5;4;7;5;6;.c;.c;.c;.c;.c;7;6;5;2;6;.c;.c;7;5;6;5;3;4;1;1;5;2;1;2;3;.c;4;2;2;.c;3;5;4;7;7;5;5;6;5;1;4;7;5;6;.c;.c;.c;5;.c;.c;.c;.c;7;7;1;1;.c;.c;6;6;7;6;7;.c;.c;.c;3;0;0;0;0;0;0;1;0;0;5;3;6;3;2;1;1;2;10;9;5;6;7;8;0;0;0;0;.c;0;.c;0;.c;0;.c;1;0;0;.c;5;1;1;801;1;801;2;.c;2;4;2;3;3;3;2;2;.c;.a;2;2;2;.c;.c;.c;.c;2;2;11;4;1;5;.c;.c;.c;.c;.a;2;2;3;5;2;3;2;1;2;1;1;3;2;.c;.c;1;1;4;1;1;1;.a;1;0;1;0;1;0;0;0;1;0;0;1;1;4;7;4;1;4;1;2;7;1;2;32;8;813;805665;5;5665;2;2018;28;2;1;2;2;1;2;2;2;2;1;1;2;2;1;2;2;1;474;.c;456;5;1088;5;2;.c;108;366;1
74223683;19-Sep-18;22;5;3;1;2;2;4;4;4;3;4;.c;.c;3;9;2;.c;2;.c;1;2;.c;6;3;4;.c;1;1;2;2;.c;1;2;2;.c;1;2;1;2;2;2;2;2;2;2;2;2;.c;2;1;.c;7;2;4;3;5;2;4;5;1;3;1;1;1;3;5;3;1;3;.c;.c;.c;.c;.c;4;4;5;6;1;1;7;.c;.c;2;1;1;1;1;6;1;1;1;1;2;.c;2;2;2;.c;2;5;3;6;7;3;3;4;7;5;2;.c;.c;.c;5;5;1;5;6;3;5;5;.c;.c;.c;.c;5;5;.c;2;6;5;1;.c;.c;.c;3;0;0;0;0;0;0;1;0;0;9;8;1;1;8;10;1;9;8;9;10;1;10;10;0;0;0;0;.c;1;0;0;.c;1;0;1;0;1;.c;4;1;1;803;1;802;2;.c;2;4;2;3;3;3;1;2;.a;.c;2;2;2;.c;.c;.c;.c;2;2;6;77;2;1;9;1;1;9;.a;1;2;3;3;0;1;2;2;3;1;3;2;2;.c;.c;2;.c;.c;1;1;2;.a;1;0;1;0;0;0;1;1;1;0;0;1;0;4;4;3;3;3;3;2;5;7;1;31;8;813;817174;17;17174;2;2018;106;2;1;1;2;2;2;1;2;1;1;2;1;1;1;2;1;1;65;.c;334;1;61;5;.c;2;343;507;0,800000012
74262228;19-Sep-18;5;1;3;3;2;2;4;3;4;4;3;.c;.c;3;8;2;2;.c;.c;2;2;.c;6;3;3;.c;3;2;.c;2;.c;2;.c;2;.c;2;.c;.c;.c;.c;.c;.c;.c;.c;.c;.c;2;.c;1;.c;1;5;3;4;5;3;5;4;6;3;2;1;2;3;2;5;4;3;5;3;1;4;1;2;.c;.c;.c;.c;4;3;2;.c;.c;5;6;5;2;3;1;6;6;1;1;4;.c;4;.c;4;2;4;2;5;4;6;5;3;4;6;7;4;.c;.c;.c;5;4;6;5;5;1;3;5;.c;.c;.c;.c;.c;.c;3;5;.c;.c;.c;6;6;7;3;0;0;0;0;0;0;1;0;0;2;5;4;3;2;4;1;5;4;7;8;1;2;4;1;0;0;0;.c;1;0;0;.c;1;0;0;.c;0;3;.c;1;1;801;1;801;1;829;4;2;2;2;3;3;4;1;.a;.c;.c;.c;.c;2;2;2;.c;2;2;11;1;1;1;5;2;1;11;13;2;2;2;4;0;1;2;1;1;1;1;2;1;2;2;1;1;1;2;1;1;8;1;0;1;0;1;1;0;1;1;1;1;1;1;4;3;2;1;1;1;2;4;3;1;47;8;812;811001;11;1100119;1;2018;50;1;2;1;1;2;2;2;1;1;2;2;1;2;2;1;1;2;1123;.c;213;.c;586;6;.c;2;265;1233;1
74267500;20-Sep-18;5;11;3;3;2;2;3;2;4;3;.c;4;4;2;5;2;.c;2;1;.c;2;.c;6;3;4;.c;11;2;.c;2;.c;2;.c;2;.c;2;.c;.c;.c;.c;.c;.c;.c;.c;.c;.c;2;.c;.b;.a;.c;5;4;7;4;6;7;7;6;4;4;1;2;7;5;2;3;6;6;.c;.c;.c;.c;.c;3;5;3;6;4;.c;.c;6;6;4;1;6;1;1;1;1;3;1;1;2;3;3;.c;3;.c;2;6;1;6;6;5;2;7;3;6;3;.c;.c;.c;2;5;2;6;3;3;4;4;.c;.c;.c;.c;4;7;.c;3;.c;.c;.c;1;1;2;3;0;0;0;1;0;0;0;0;0;4;4;3;2;8;2;2;2;9;10;.b;8;8;8;.b;0;0;0;.c;0;.c;0;.c;0;.c;1;0;0;1;.c;1;1;801;1;801;1;829;2;2;2;4;3;3;2;.b;.c;.a;2;2;1;.c;.c;.c;3;2;2;14;3;4;3;.c;.c;.c;.c;.b;1;3;5;3;2;2;1;1;1;1;3;5;1;3;3;1;1;5;1;1;1;.a;1;1;1;0;1;1;0;1;1;1;1;1;1;4;3;1;1;1;1;2;3;2;2;29;8;812;811001;11;1100119;1;2018;51;1;2;2;2;1;2;1;2;2;3;2;1;1;2;1;2;1;964;.c;72;3;1082;4;.c;1;1;449;1
74268401;20-Sep-18;5;13;3;2;1;2;1;1;1;4;4;.c;.c;2;5;2;.c;2;.c;.b;1;1;6;3;4;.c;3;2;.c;2;.c;2;.c;2;.c;1;2;2;1;2;2;2;2;2;2;2;2;.c;2;.c;2;6;5;6;4;5;4;6;7;5;2;1;3;1;2;5;3;6;5;.c;.c;.c;.c;.c;3;7;6;7;6;.c;.c;3;.b;5;6;1;6;4;.b;1;6;.a;3;3;.c;2;.c;2;3;2;2;5;1;5;3;7;.a;4;4;3;6;5;2;.c;.c;.c;.a;2;1;6;4;.c;.c;.c;.c;2;5;.c;6;.c;.c;.c;1;5;2;3;0;0;1;0;0;0;0;0;0;2;3;1;1;8;5;.a;5;7;6;4;2;6;4;1;0;0;1;0;1;0;0;.c;0;.c;0;.c;0;1;.c;1;2;.c;2;.c;2;.c;2;3;2;3;3;3;3;2;.a;.c;.c;.c;.c;2;2;2;.c;2;2;12;1;1;1;1;3;1;10;10;1;3;3;4;0;1;2;2;3;1;2;4;2;.c;.c;1;1;5;.a;1;1;.a;1;0;1;0;1;0;0;1;1;1;0;1;1;4;2;2;1;2;3;2;4;2;2;47;8;812;811001;11;1100119;1;2018;50;1;2;1;2;2;2;2;2;2;2;1;1;1;2;1;1;2;843;.c;569;3;450;5;2;.c;1;394;0,800000012
